,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
37,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],466.0,"['apparel, wearing apparel, dress, clothes']",0.0,1,"['apparel, wearing apparel, dress, clothes']","['apparel, wearing apparel, dress, clothes. clothing, article of clothing, vesture, wear, wearable, habiliment. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['apparel, wearing apparel, dress, clothes'], dtype='<U40')]
 [array(['clothing, article of clothing, vesture, wear, wearable, habiliment'],
      dtype='<U66')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['clothing in general; ""she was refined in her choice of apparel""; ""he always bought his clothes at the same store""; ""fastidious about his dress""']","['apparel, wearing apparel, dress, clothes']",0
38,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['apple'],0.0,1,['apple'],"['apple. edible fruit. produce, green goods, green groceries, garden truck. food, solid food. solid. matter. physical entity. entity. ']","[[array(['apple'], dtype='<U5')]
 [array(['edible fruit'], dtype='<U12')]
 [array(['produce, green goods, green groceries, garden truck'],
      dtype='<U51')]
 [array(['food, solid food'], dtype='<U16')]
 [array(['solid'], dtype='<U5')]
 [array(['matter'], dtype='<U6')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['fruit with red or yellow or green skin and sweet to tart crisp whitish flesh'],['apple'],1
39,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['apples'],0.0,1,['apple'],"['apple. edible fruit. produce, green goods, green groceries, garden truck. food, solid food. solid. matter. physical entity. entity. ']","[[array(['apple'], dtype='<U5')]
 [array(['edible fruit'], dtype='<U12')]
 [array(['produce, green goods, green groceries, garden truck'],
      dtype='<U51')]
 [array(['food, solid food'], dtype='<U16')]
 [array(['solid'], dtype='<U5')]
 [array(['matter'], dtype='<U6')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['fruit with red or yellow or green skin and sweet to tart crisp whitish flesh'],['apple'],1
40,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['appliance'],0.0,1,['machine'],"['machine. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['machine'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks'],['machine'],33
41,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1073.0,['apron'],0.99627215,1,['apron'],"['apron. protective garment. clothing, article of clothing, vesture, wear, wearable, habiliment. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['apron'], dtype='<U5')]
 [array(['protective garment'], dtype='<U18')]
 [array(['clothing, article of clothing, vesture, wear, wearable, habiliment'],
      dtype='<U66')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing'],['apron'],3
42,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['aquarium'],0.0,1,"['aquarium, fish tank, marine museum']","['aquarium, fish tank, marine museum. vivarium. enclosure. area. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['aquarium, fish tank, marine museum'], dtype='<U34')]
 [array(['vivarium'], dtype='<U8')]
 [array(['enclosure'], dtype='<U9')]
 [array(['area'], dtype='<U4')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a tank or pool or bowl filled with water for keeping live fish and underwater animals'],"['aquarium, fish tank, marine museum']",0
43,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],22.0,['aqueduct'],0.0,1,['aqueduct'],"['aqueduct. conduit. passage. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['aqueduct'], dtype='<U8')]
 [array(['conduit'], dtype='<U7')]
 [array(['passage'], dtype='<U7')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a conduit that resembles a bridge but carries water over a valley'],['aqueduct'],0
44,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['arbor'],0.0,1,['canopy'],"['canopy. shelter. protective covering, protective cover, protection. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['canopy'], dtype='<U6')]
 [array(['shelter'], dtype='<U7')]
 [array(['protective covering, protective cover, protection'], dtype='<U49')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['cover with a canopy'],['canopy'],0
45,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['arcade'],0.0,1,"['arcade, colonnade']","['arcade, colonnade. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arcade, colonnade'], dtype='<U17')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a structure composed of a series of arches supported by columns'],"['arcade, colonnade']",0
46,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],247.0,['arcade machine'],0.0,0,[],[],[],[],[],0
47,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['arcade machines'],0.0,0,[],[],[],[],[],0
48,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],80.0,"['arcade, colonnade']",0.0,1,"['arcade, colonnade']","['arcade, colonnade. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arcade, colonnade'], dtype='<U17')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a structure composed of a series of arches supported by columns'],"['arcade, colonnade']",0
49,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],42.0,['arcades'],1.0,1,"['arcade, colonnade']","['arcade, colonnade. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arcade, colonnade'], dtype='<U17')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a structure composed of a series of arches supported by columns'],"['arcade, colonnade']",0
50,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['arch'],1.0,1,"['arch, archway']","['arch, archway. entrance, entranceway, entryway, entry, entree. access, approach. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arch, archway'], dtype='<U13')]
 [array(['entrance, entranceway, entryway, entry, entree'], dtype='<U46')]
 [array(['access, approach'], dtype='<U16')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a passageway under a curved masonry construction; ""they built a triumphal arch to memorialize their victory""']","['arch, archway']",0
51,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],59.0,"['arch, archway']",0.0,1,"['arch, archway']","['arch, archway. entrance, entranceway, entryway, entry, entree. access, approach. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arch, archway'], dtype='<U13')]
 [array(['entrance, entranceway, entryway, entry, entree'], dtype='<U46')]
 [array(['access, approach'], dtype='<U16')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a passageway under a curved masonry construction; ""they built a triumphal arch to memorialize their victory""']","['arch, archway']",0
52,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['arches'],0.0,1,"['arcade, colonnade']","['arcade, colonnade. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arcade, colonnade'], dtype='<U17')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a structure composed of a series of arches supported by columns'],"['arcade, colonnade']",0
53,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3887.0,['arm'],1.0,1,['arm'],"['arm. limb. extremity, appendage, member. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['arm'], dtype='<U3')]
 [array(['limb'], dtype='<U4')]
 [array(['extremity, appendage, member'], dtype='<U28')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb'],['arm'],104
54,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],332.0,['arm panel'],1.0,1,['arm'],"['arm. armrest. rest. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arm'], dtype='<U3')]
 [array(['armrest'], dtype='<U7')]
 [array(['rest'], dtype='<U4')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['the part of an armchair or sofa that supports the elbow and forearm of a seated person'],['arm'],1
55,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],289.0,['arm support'],1.0,1,['arm'],"['arm. armrest. rest. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['arm'], dtype='<U3')]
 [array(['armrest'], dtype='<U7')]
 [array(['rest'], dtype='<U4')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['the part of an armchair or sofa that supports the elbow and forearm of a seated person'],['arm'],1
56,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2320.0,['armchair'],0.0,1,['armchair'],"['armchair. chair. seat. furniture, piece of furniture, article of furniture. furnishing. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['armchair'], dtype='<U8')]
 [array(['chair'], dtype='<U5')]
 [array(['seat'], dtype='<U4')]
 [array(['furniture, piece of furniture, article of furniture'],
      dtype='<U51')]
 [array(['furnishing'], dtype='<U10')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['chair with a support on each side for arms'],['armchair'],3
57,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['armor'],0.0,1,"['armor, armour']","['armor, armour. protective covering, protective cover, protection. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['armor, armour'], dtype='<U13')]
 [array(['protective covering, protective cover, protection'], dtype='<U49')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['protective covering made of metal and used in combat'],"['armor, armour']",2
58,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],72.0,['armrest'],1.0,1,['armrest'],"['armrest. rest. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['armrest'], dtype='<U7')]
 [array(['rest'], dtype='<U4')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a support for the arm'],['armrest'],0
59,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['art'],0.0,1,"['art, fine art']","['art, fine art. creation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['art, fine art'], dtype='<U13')]
 [array(['creation'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['the products of human creativity; works of art collectively; ""an art exhibition""; ""a collection of fine art""']","['art, fine art']",49
60,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['art mannequin'],0.0,0,[],[],[],[],[],0
61,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['articulated lamp'],0.0,1,['lamp'],"['lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an artificial source of visible illumination'],['lamp'],12
